PMUN;PCAP;PTOT
38;1;39
1171;24;1195
1118;13;1131
379;5;384
2349;44;2393
205;5;210
452;42;494
1587;50;1637
243;3;246
1019;27;1046
104;1;105
44;0;44
2226;46;2272
105;0;105
797;24;821
232;7;239
318;8;326
773;18;791
47;2;49
1160;21;1181
601;16;617
242;5;247
146;8;154
284;5;289
556;20;576
257;11;268
1183;26;1209
264;7;271
121;1;122
1210;46;1256
931;29;960
1345;13;1358
99;0;99
715;10;725
64;1;65
739;23;762
581;19;600
81;7;88
552;22;574
250;2;252
1006;19;1025
597;17;614
381;1;382
243;6;249
537;8;545
2276;51;2327
50;0;50
482;6;488
83;1;84
153;2;155
847;19;866
588;12;600
134;2;136
2879;39;2918
1186;31;1217
473;12;485
511;13;524
703;9;712
8465;282;8747
135;4;139
1686;38;1724
315;7;322
216;7;223
2292;52;2344
242;8;250
276;4;280
457;9;466
62;2;64
258;4;262
2746;84;2830
1126;30;1156
1249;25;1274
59;1;60
2276;29;2305
177;4;181
116;3;119
2377;63;2440
1419;23;1442
77;3;80
1084;17;1101
123;3;126
54;2;56
519;11;530
461;14;475
210;3;213
149;1;150
206;2;208
199;6;205
497;21;518
833;21;854
346;10;356
320;6;326
107;0;107
248;9;257
209;5;214
139;2;141
217;13;230
1187;45;1232
88;0;88
1392;47;1439
844;23;867
926;25;951
413;14;427
2833;83;2916
413;9;422
211;4;215
297;3;300
216;3;219
1147;19;1166
777;13;790
332;7;339
110;2;112
2405;45;2450
711;17;728
112;4;116
290;5;295
256;5;261
2508;69;2577
845;9;854
247;11;258
95;2;97
486;10;496
173;3;176
175;3;178
872;19;891
1461;38;1499
114;3;117
223;2;225
1688;37;1725
950;17;967
1589;35;1624
172;2;174
111;3;114
2380;69;2449
1384;35;1419
113;2;115
267;4;271
949;12;961
1096;38;1134
432;12;444
313;13;326
217;3;220
208;5;213
103;3;106
266;20;286
149;5;154
389;9;398
1897;43;1940
958;21;979
7580;219;7799
430;25;455
63;1;64
169;4;173
109;1;110
526;2;528
296;15;311
1280;44;1324
1688;58;1746
269;7;276
858;23;881
1248;36;1284
900;18;918
533;15;548
1106;24;1130
1748;48;1796
508;7;515
777;31;808
120;4;124
461;16;477
950;15;965
837;22;859
254;4;258
704;12;716
372;8;380
232;7;239
447;9;456
2228;35;2263
1503;30;1533
903;24;927
146;7;153
534;16;550
1137;17;1154
380;12;392
372;13;385
2284;49;2333
1085;31;1116
200;5;205
8832;211;9043
239;6;245
1216;25;1241
1708;53;1761
10622;515;11137
2062;72;2134
117;0;117
412;12;424
583;18;601
417;8;425
2412;39;2451
3530;65;3595
447;13;460
935;13;948
2655;58;2713
207;2;209
225;7;232
2614;85;2699
1962;31;1993
1990;62;2052
1514;48;1562
3001;115;3116
1184;28;1212
1401;40;1441
466;3;469
944;19;963
3689;66;3755
628;2;630
1097;25;1122
4848;58;4906
467;3;470
1637;35;1672
236;1;237
158;2;160
242;4;246
711;6;717
133;5;138
210;4;214
390;3;393
140;6;146
101;5;106
205;2;207
117;3;120
73;2;75
61;0;61
61;0;61
155;3;158
320;12;332
65;1;66
1088;19;1107
1119;28;1147
310;8;318
97;3;100
982;20;1002
87;3;90
58;0;58
43;4;47
218;3;221
90;4;94
340;6;346
59;2;61
114;8;122
879;10;889
328;9;337
465;13;478
886;12;898
206;8;214
1622;30;1652
163;1;164
268;11;279
159;3;162
106;0;106
416;4;420
128;3;131
82;5;87
2423;219;2642
428;7;435
45;0;45
260;24;284
222;6;228
30;1;31
293;1;294
38;1;39
126;6;132
136;1;137
307;5;312
46;1;47
68;1;69
1121;17;1138
145;2;147
369;6;375
138;2;140
96;2;98
56;3;59
137;3;140
966;19;985
51;1;52
853;15;868
129;0;129
5018;74;5092
81;2;83
353;7;360
271;2;273
226;7;233
92;7;99
146;2;148
134;4;138
370;9;379
2879;44;2923
190;8;198
57;3;60
182;6;188
709;15;724
444;7;451
54;2;56
123;4;127
72;1;73
167;5;172
92;5;97
222;3;225
60;1;61
46436;1090;47526
73;0;73
1331;18;1349
140;3;143
165;1;166
782;2;784
497;11;508
545;4;549
1021;17;1038
159;0;159
455;7;462
45;2;47
138;5;143
754;15;769
72;1;73
345;9;354
402;9;411
221;4;225
65;2;67
83;3;86
64;3;67
189;2;191
508;5;513
77;1;78
151;3;154
349;8;357
458;13;471
255;3;258
1041;10;1051
1083;20;1103
181;4;185
2018;27;2045
73;0;73
102;1;103
2199;60;2259
95;2;97
84;9;93
279;7;286
142;5;147
170;5;175
306;12;318
347;5;352
81;3;84
101;5;106
508;3;511
299;8;307
110;4;114
188;4;192
38;1;39
350;6;356
255;4;259
336;9;345
58;1;59
268;2;270
74;2;76
174;4;178
104;8;112
215;3;218
95;4;99
188;1;189
1722;52;1774
2313;56;2369
238;8;246
53;1;54
186;5;191
597;13;610
1671;41;1712
54;0;54
1043;24;1067
82;2;84
3280;48;3328
49;0;49
311;8;319
1016;24;1040
162;2;164
6476;148;6624
1052;25;1077
86;1;87
271;6;277
845;13;858
326;3;329
104;0;104
38;2;40
520;16;536
796;17;813
184;6;190
100;2;102
517;10;527
280;6;286
82;1;83
73;0;73
371;5;376
231;4;235
137;1;138
475;5;480
112;4;116
721;4;725
504;10;514
488;3;491
43;2;45
314;13;327
88;0;88
1446;24;1470
117;1;118
334;8;342
1847;47;1894
122;2;124
205;6;211
170;4;174
168;5;173
131;7;138
390;6;396
412;9;421
46;1;47
104;0;104
374;12;386
297;10;307
655;20;675
102;1;103
1233;30;1263
171;4;175
428;8;436
165;3;168
72;3;75
31;2;33
74;1;75
131;2;133
686;9;695
240;10;250
188;5;193
75;2;77
118;2;120
616;10;626
224;3;227
86;1;87
155;3;158
72;2;74
627;8;635
572;34;606
1126;26;1152
515;11;526
69;4;73
79;1;80
100;6;106
57;0;57
72;1;73
99;1;100
207;4;211
740;13;753
131;4;135
81;0;81
58;2;60
75;2;77
469;9;478
1033;72;1105
127;1;128
885;23;908
113;5;118
133;2;135
90;1;91
604;8;612
245;5;250
143;5;148
135;4;139
185;4;189
115;7;122
299;8;307
1578;45;1623
15;0;15
69;4;73
2237;84;2321
385;10;395
81;2;83
255;5;260
56;3;59
82;1;83
87;0;87
57;1;58
69;5;74
2226;40;2266
186;7;193
145;4;149
800;23;823
74;2;76
1006;15;1021
115;4;119
357;8;365
333;8;341
555;16;571
168;4;172
373;14;387
160;1;161
114;2;116
26;1;27
121;2;123
2241;37;2278
5689;109;5798
497;11;508
765;9;774
669;14;683
44;4;48
237;9;246
38;2;40
81;1;82
230;3;233
188;3;191
307;4;311
176;4;180
864;40;904
245;5;250
1144;23;1167
134;2;136
1350;36;1386
220;5;225
113;3;116
576;6;582
237;3;240
84;0;84
199;4;203
723;22;745
824;13;837
387;7;394
177;1;178
784;15;799
251;4;255
199;5;204
1652;58;1710
7467;297;7764
5836;124;5960
132;2;134
1342;21;1363
682;11;693
2283;29;2312
220;3;223
131;3;134
572;6;578
67;0;67
293;4;297
121;0;121
178;5;183
251;5;256
156;2;158
108;1;109
243;10;253
216;4;220
821;12;833
99;3;102
102;4;106
144;3;147
1071;171;1242
344;7;351
182;6;188
344;11;355
335;7;342
79;4;83
947;16;963
197;11;208
66;1;67
72;3;75
136;4;140
122;0;122
50;0;50
89;2;91
139;3;142
515;10;525
231;3;234
831;9;840
1916;16;1932
218;3;221
235;8;243
373;12;385
59;0;59
561;10;571
16092;337;16429
178;15;193
89;0;89
159;4;163
264;3;267
338;12;350
170;6;176
278;8;286
224;3;227
1354;28;1382
1194;22;1216
94;0;94
135;4;139
123;2;125
43;1;44
98;0;98
205;1;206
146;2;148
536;14;550
39;2;41
100;6;106
110;4;114
61;2;63
52;2;54
879;13;892
407;7;414
174;6;180
104;2;106
150;9;159
130;2;132
129;4;133
419;2;421
79;0;79
1043;12;1055
640;15;655
225;9;234
378;8;386
273;0;273
103;3;106
86;2;88
92;1;93
232;4;236
1067;27;1094
180;4;184
149;3;152
153;0;153
206;1;207
128;4;132
55;1;56
80;3;83
44;3;47
70;2;72
108;0;108
193;0;193
478;12;490
66;1;67
31;2;33
297;2;299
305;7;312
418;7;425
108;0;108
237;3;240
196;2;198
3568;71;3639
253;5;258
105;3;108
524;13;537
82;1;83
204;11;215
1467;31;1498
1954;55;2009
2918;83;3001
218;3;221
4320;150;4470
3572;76;3648
319;8;327
459;5;464
131;1;132
1197;25;1222
385;16;401
321;3;324
57;1;58
41;3;44
93;3;96
127;1;128
60;1;61
645;20;665
397;9;406
121;7;128
131;2;133
54;0;54
72;0;72
122;2;124
267;13;280
71;1;72
27;1;28
81;2;83
192;7;199
692;8;700
218;8;226
111;2;113
90;4;94
562;10;572
42;0;42
121;3;124
215;0;215
120;1;121
207;5;212
55;3;58
147;1;148
79;2;81
160;6;166
469;10;479
42;1;43
1288;66;1354
37;1;38
34;2;36
196;2;198
42;0;42
383;7;390
340;13;353
287;7;294
203;7;210
980;14;994
670;13;683
169;3;172
199;1;200
67;3;70
1072;19;1091
80;1;81
179;3;182
527;7;534
152;4;156
162;8;170
19;3;22
350;5;355
93;0;93
394;10;404
317;5;322
192;5;197
121;4;125
751;10;761
505;6;511
199;5;204
109;2;111
39;0;39
213;1;214
620;10;630
214;3;217
42;0;42
26;0;26
337;8;345
223;8;231
34;0;34
194;1;195
147;1;148
285;8;293
204;7;211
183;1;184
75;2;77
796;14;810
176;2;178
275;11;286
453;8;461
22;0;22
93;1;94
401;5;406
332;5;337
47;0;47
15;0;15
57;2;59
37;6;43
204;3;207
60;3;63
157;0;157
137;9;146
148;1;149
42;3;45
115;0;115
68;2;70
394;19;413
90;1;91
282;3;285
171;2;173
864;17;881
770;19;789
708;11;719
358;16;374
619;15;634
178;4;182
171;3;174
90;4;94
304;4;308
562;3;565
130;2;132
133;2;135
386;3;389
107;6;113
184;4;188
546;6;552
349;4;353
753;100;853
9493;325;9818
113;1;114
1046;14;1060
432;5;437
85;3;88
125;4;129
308;10;318
115;0;115
726;9;735
147;0;147
250;3;253
22;1;23
32;1;33
74;3;77
202;4;206
196;26;222
102;0;102
119;6;125
73;0;73
120;0;120
33;0;33
243;9;252
57;0;57
176;1;177
124;5;129
193;4;197
201;6;207
51;1;52
23;1;24
120;4;124
59;2;61
47;0;47
20;0;20
2405;53;2458
251;7;258
97;0;97
6031;165;6196
610;15;625
16;0;16
79;0;79
493;23;516
233;1;234
99;6;105
2348;40;2388
185;9;194
125;3;128
255;6;261
70;0;70
26;0;26
281;5;286
355;13;368
94;4;98
521;9;530
241;6;247
45;4;49
78;1;79
120;1;121
1145;9;1154
709;10;719
102;4;106
45;1;46
3873;83;3956
104;0;104
355;10;365
1203;24;1227
168;4;172
114;1;115
114;3;117
61;0;61
3102;124;3226
30;0;30
80;1;81
17;0;17
207;4;211
696;18;714
99;2;101
78;1;79
335;9;344
156;9;165
250;10;260
81;2;83
534;13;547
1484;31;1515
125;0;125
1034;21;1055
408;7;415
117;2;119
103;1;104
243;3;246
757;12;769
122;4;126
62;1;63
154;2;156
88;1;89
195;4;199
164;3;167
243;3;246
26;0;26
555;7;562
474;8;482
15659;478;16137
37;0;37
199;3;202
224;5;229
465;8;473
60;0;60
164;1;165
32;0;32
47;1;48
119;3;122
864;16;880
368;16;384
30;1;31
831;17;848
136;1;137
297;3;300
366;5;371
53;1;54
84;3;87
712;12;724
1284;35;1319
529;20;549
163;9;172
147;4;151
93;2;95
166;8;174
88;0;88
384;6;390
241;6;247
43;0;43
58;0;58
620;16;636
464;9;473
152;4;156
29;0;29
6418;401;6819
382;6;388
22;1;23
1275;18;1293
2859;63;2922
66;2;68
127;2;129
1365;31;1396
363;11;374
220;5;225
81;2;83
1330;27;1357
665;23;688
337;6;343
371;8;379
220;10;230
690;11;701
47;2;49
641;9;650
121;2;123
4828;158;4986
389;15;404
187;6;193
708;14;722
13;0;13
1491;35;1526
155;3;158
105;3;108
56;0;56
680;10;690
103;1;104
95;0;95
152;2;154
28;0;28
80;2;82
426;7;433
174;7;181
376;2;378
322;8;330
14;1;15
354;8;362
3024;32;3056
158;2;160
208;8;216
152;2;154
47;2;49
22;0;22
3218;68;3286
155;7;162
274;15;289
129;0;129
101;1;102
125;1;126
117;4;121
29;1;30
317;4;321
272;10;282
92;1;93
3495;55;3550
29;0;29
124;1;125
234;2;236
216;9;225
673;21;694
28;0;28
718;6;724
2252;68;2320
561;64;625
39;0;39
965;19;984
155;4;159
769;15;784
156;4;160
146;0;146
239;2;241
237;5;242
3546;38;3584
207;2;209
255;12;267
2803;81;2884
104;2;106
113;1;114
87;2;89
47;2;49
210;1;211
306;5;311
145;2;147
181;1;182
376;6;382
130;3;133
1023;10;1033
379;5;384
505;10;515
157;4;161
200;12;212
187;7;194
169;3;172
171;4;175
36;0;36
60;5;65
120;0;120
155;2;157
1530;30;1560
471;8;479
302;9;311
4787;193;4980
2961;196;3157
751;9;760
447;10;457
194;2;196
117;5;122
164;8;172
50;1;51
206;4;210
127;3;130
34;0;34
182;9;191
114;2;116
41;1;42
161;4;165
531;9;540
198;3;201
1087;47;1134
216;4;220
594;9;603
113;1;114
266;12;278
240;1;241
53;1;54
242;9;251
112;5;117
2851;56;2907
673;12;685
201;2;203
411;13;424
2772;26;2798
85;1;86
436;10;446
1827;28;1855
125;6;131
116;0;116
490;19;509
51;2;53
34;0;34
127;2;129
507;8;515
96;6;102
264;7;271
110;2;112
27;0;27
129;2;131
1038;10;1048
11741;92;11833
245;4;249
338;6;344
1019;28;1047
65;0;65
264;8;272
53;1;54
698;13;711
232;2;234
141;4;145
128;0;128
103;2;105
588;12;600
289;5;294
433;8;441
161;4;165
322;9;331
519;14;533
1127;23;1150
173;3;176
189;4;193
153;1;154
306;3;309
26;1;27
136;5;141
104;0;104
82;0;82
232;8;240
559;11;570
105;5;110
177;2;179
199;6;205
706;14;720
1982;34;2016
316;4;320
158;7;165
93;4;97
174;4;178
213;2;215
322;8;330
225;4;229
873;16;889
262;13;275
307;5;312
133;4;137
58;0;58
73;1;74
299;9;308
101;6;107
360;4;364
234;5;239
260;11;271
88;6;94
101;3;104
117;1;118
33;0;33
142;2;144
166;4;170
1142;9;1151
721;12;733
1851;19;1870
169;5;174
154;3;157
212;7;219
90;3;93
126;4;130
410;10;420
333;4;337
253;5;258
877;9;886
621;14;635
71;1;72
190;6;196
706;8;714
215;6;221
535;16;551
88;1;89
37;1;38
49;3;52
287;6;293
43;2;45
735;10;745
337;6;343
398;6;404
91;0;91
79;1;80
220;8;228
490;9;499
231;9;240
155;1;156
462;8;470
169;3;172
177;3;180
164;7;171
148;7;155
263;6;269
472;10;482
96;4;100
221;12;233
119;1;120
35;1;36
128;1;129
209;4;213
529;16;545
400;10;410
215;7;222
59;0;59
569;6;575
910;10;920
127;1;128
303;7;310
95;2;97
296;4;300
209;1;210
180;11;191
99;3;102
349;6;355
91;3;94
69;0;69
218;80;298
390;14;404
147;3;150
93;2;95
126;1;127
128;1;129
290;12;302
2207;54;2261
455;13;468
971;15;986
116;4;120
160;3;163
87;1;88
261;4;265
1933;25;1958
32;0;32
164;1;165
67;3;70
1498;43;1541
162;0;162
438;7;445
727;9;736
1757;33;1790
234;7;241
112;2;114
329;5;334
198;2;200
105;2;107
680;10;690
621;10;631
325;5;330
1511;49;1560
277;1;278
47;0;47
57;1;58
591;29;620
458;9;467
587;24;611
466;11;477
64;0;64
160;3;163
105;5;110
809;28;837
264;16;280
124;4;128
388;11;399
403;7;410
224;6;230
253;9;262
60;2;62
141;1;142
328;9;337
291;5;296
407;4;411
30;0;30
283;7;290
364;3;367
643;16;659
1017;15;1032
415;8;423
435;5;440
117;2;119
3280;33;3313
47;3;50
312;4;316
5966;118;6084
150;4;154
258;6;264
595;11;606
180;3;183
24;0;24
312;4;316
594;7;601
334;6;340
137;4;141
53;1;54
817;9;826
291;8;299
1374;19;1393
130;2;132
148;3;151
73;0;73
206;7;213
1483;16;1499
263;4;267
968;17;985
235;3;238
187;7;194
159;2;161
62;2;64
323;6;329
190;9;199
5154;92;5246
1159;20;1179
522;17;539
290;2;292
173;4;177
87;2;89
81;2;83
185;2;187
86;3;89
239;6;245
367;10;377
211;8;219
95;2;97
216;5;221
168;5;173
371;2;373
409;4;413
45;2;47
221;4;225
1212;23;1235
161;2;163
325;7;332
233;5;238
3591;113;3704
14480;318;14798
159;2;161
4521;347;4868
171;8;179
114;1;115
388;4;392
513;45;558
110;1;111
557;10;567
497;11;508
12784;190;12974
589;8;597
241;6;247
395;5;400
33;1;34
177;3;180
291;6;297
2275;48;2323
357;9;366
404;8;412
6765;145;6910
902;15;917
383;11;394
54;1;55
208;6;214
231;4;235
2885;62;2947
638;11;649
366;5;371
1715;294;2009
886;10;896
137;4;141
67;0;67
299;8;307
3167;49;3216
1043;18;1061
513;11;524
953;230;1183
241;4;245
10508;388;10896
550;3;553
73;2;75
123;0;123
65;2;67
689;9;698
999;11;1010
193;6;199
246;6;252
308;5;313
417;6;423
379;20;399
161;1;162
332;10;342
154;3;157
112;9;121
69;3;72
456;9;465
80;5;85
988;18;1006
1047;13;1060
185;3;188
217;7;224
224;7;231
61957;1130;63087
44;1;45
116;4;120
122;2;124
294;1;295
400;9;409
177;3;180
165;1;166
295;4;299
500;5;505
164;2;166
76;4;80
720;8;728
117;5;122
2315;39;2354
245;5;250
54;1;55
109;2;111
56;0;56
1858;37;1895
132;5;137
602;4;606
107;4;111
27;0;27
942;20;962
124;5;129
245;9;254
204;6;210
201;9;210
753;13;766
2726;30;2756
148;4;152
184;2;186
417;15;432
63;2;65
272;3;275
960;12;972
204;7;211
100;5;105
248;3;251
85;2;87
101;1;102
71;1;72
251;8;259
56;1;57
186;4;190
170;7;177
605;10;615
221;5;226
125;3;128
146;6;152
232;2;234
686;9;695
45;1;46
227;3;230
54;9;63
563;11;574
168;2;170
196;3;199
333;5;338
1313;33;1346
79;2;81
121;4;125
386;3;389
1582;22;1604
258;7;265
456;14;470
2189;32;2221
355;6;361
1513;30;1543
262;3;265
80;3;83
74;1;75
1220;33;1253
64;0;64
38;0;38
535;11;546
1113;23;1136
760;14;774
784;15;799
306;3;309
175;3;178
777;20;797
382;7;389
60;3;63
118;6;124
23;2;25
245;2;247
1317;27;1344
857;7;864
243;6;249
162;2;164
966;10;976
46;0;46
47;1;48
1746;28;1774
1225;15;1240
228;6;234
223;6;229
105;0;105
141;1;142
55;0;55
47;1;48
727;16;743
3208;81;3289
181;4;185
343;5;348
283;5;288
271;11;282
240;4;244
171;4;175
29;0;29
256;8;264
138;1;139
49;1;50
303;4;307
19;0;19
603;5;608
371;4;375
53;1;54
102;0;102
1826;18;1844
1473;41;1514
46825;1291;48116
337;5;342
224;7;231
165;8;173
59;0;59
302;2;304
133;2;135
12187;507;12694
503;9;512
207;7;214
206;3;209
170;2;172
1621;30;1651
8;0;8
52;0;52
1003;23;1026
954;39;993
906;13;919
93;1;94
1652;50;1702
407;7;414
623;17;640
1132;12;1144
87;1;88
28;2;30
26;0;26
303;8;311
36;2;38
905;19;924
2581;55;2636
26;1;27
52;1;53
587;8;595
1118;21;1139
50;0;50
726;10;736
5825;96;5921
76;1;77
46;1;47
52;1;53
118;0;118
933;9;942
84;1;85
116;5;121
39;0;39
897;24;921
4033;71;4104
115;2;117
44;1;45
295;7;302
530;13;543
110;1;111
765;12;777
146;3;149
654;11;665
153;0;153
477;4;481
71;3;74
148;2;150
1729;32;1761
227;5;232
573;13;586
1256;16;1272
42;0;42
50;4;54
12;1;13
849;89;938
127;5;132
526;16;542
79;0;79
1235;21;1256
120;1;121
198;5;203
110;0;110
1069;12;1081
3758;62;3820
406;8;414
5;0;5
552;10;562
79;1;80
450;50;500
514;11;525
127;4;131
241;7;248
49;0;49
78;1;79
105;2;107
213;5;218
291;11;302
138;2;140
36;0;36
127;3;130
58;1;59
46;0;46
1499;21;1520
303;9;312
81;0;81
124;2;126
95;0;95
86;5;91
5087;80;5167
594;11;605
132;3;135
55;0;55
476;9;485
59;2;61
32;0;32
1284;15;1299
91;2;93
64;0;64
399;8;407
175;3;178
267;9;276
92;3;95
540;9;549
55;2;57
57;1;58
1704;31;1735
106;1;107
1227;20;1247
151;7;158
788;30;818
278;3;281
157;3;160
402;9;411
180;8;188
604;16;620
1022;15;1037
1513;26;1539
134;7;141
865;15;880
4612;58;4670
11317;220;11537
48;0;48
134;2;136
10012;509;10521
239;5;244
80;3;83
246;7;253
1138;10;1148
534;5;539
574;12;586
47;0;47
422;12;434
864;26;890
368;12;380
1314;27;1341
83;0;83
19;0;19
703;13;716
299;5;304
178;5;183
25;1;26
27;1;28
927;22;949
81;1;82
38;1;39
151;4;155
25;1;26
32;0;32
97;3;100
46;0;46
758;13;771
185;5;190
60;2;62
242;2;244
138;6;144
83;2;85
556;9;565
329;1;330
173;0;173
602;10;612
90;3;93
38;0;38
46;0;46
38;0;38
69;1;70
82;1;83
36;1;37
741;10;751
304;9;313
836;14;850
1900;173;2073
1485;15;1500
614;12;626
230;3;233
2030;48;2078
1005;30;1035
106;3;109
701;8;709
55516;1184;56700
260;5;265
1289;32;1321
38;1;39
5795;68;5863
1127;25;1152
113;0;113
2564;50;2614
137;1;138
33;0;33
2398;101;2499
673;12;685
369;15;384
205;3;208
526;17;543
28;2;30
74;1;75
2634;60;2694
1087;30;1117
1230;19;1249
52;2;54
77;5;82
476;16;492
1132;23;1155
1166;20;1186
87;2;89
1577;155;1732
967;17;984
116;1;117
108;4;112
165;1;166
899;23;922
58;1;59
1339;19;1358
565;9;574
142;1;143
623;14;637
154;0;154
1184;17;1201
265;9;274
441;15;456
3212;108;3320
50;0;50
52;2;54
262;5;267
451;9;460
93;4;97
201;1;202
270;4;274
111;5;116
302;7;309
85;7;92
1949;26;1975
210;3;213
113;1;114
136;6;142
80;1;81
294;4;298
83;0;83
990;18;1008
275;2;277
505;13;518
452;11;463
80;1;81
472;13;485
241;3;244
506;12;518
61;3;64
1369;16;1385
107;3;110
117;2;119
45;0;45
436;7;443
387;4;391
41;1;42
504;12;516
525;10;535
112;2;114
242;4;246
120;2;122
713;16;729
262;0;262
127;3;130
104;2;106
88;1;89
51;3;54
724;26;750
51;2;53
2020;46;2066
27;0;27
361;8;369
1121;20;1141
217;7;224
24;2;26
475;6;481
2069;35;2104
883;20;903
201;4;205
182;5;187
143;2;145
41;2;43
537;10;547
922;23;945
119;3;122
3024;43;3067
3254;76;3330
707;13;720
379;5;384
72;1;73
16;0;16
30;1;31
95;4;99
76;0;76
203;6;209
5533;96;5629
130;3;133
122;7;129
362;58;420
324;10;334
126;0;126
236;7;243
483;7;490
111;1;112
47;0;47
16;0;16
556;10;566
24;2;26
270;4;274
487;7;494
131;0;131
30;0;30
597;3;600
5502;128;5630
255;5;260
106;5;111
103;1;104
793;11;804
23;0;23
956;33;989
574;10;584
33;2;35
280;6;286
504;8;512
105;1;106
986;17;1003
135;1;136
55;0;55
503;11;514
24;1;25
124;0;124
249;5;254
98;0;98
1211;39;1250
63;0;63
135;3;138
534;8;542
348;15;363
159;4;163
85;1;86
1684;54;1738
1177;23;1200
302;8;310
252;7;259
4469;80;4549
1359;42;1401
248;7;255
322;10;332
976;17;993
1276;25;1301
154;6;160
370;2;372
911;17;928
388;6;394
400;8;408
35;3;38
2658;53;2711
1069;32;1101
869;29;898
343;7;350
445;20;465
351;11;362
176;8;184
885;19;904
36;1;37
153;2;155
775;28;803
746;9;755
3741;113;3854
228;3;231
824;26;850
216;5;221
181;7;188
89;4;93
1558;55;1613
109;0;109
106;1;107
195;3;198
972;12;984
1054;20;1074
202;10;212
518;9;527
201;4;205
379;15;394
356;5;361
595;14;609
2923;66;2989
303;7;310
172;8;180
637;8;645
608;16;624
164;4;168
264;5;269
264;6;270
208;11;219
2166;76;2242
1028;32;1060
388;12;400
573;16;589
451;6;457
345;9;354
451;10;461
442;12;454
310;2;312
4419;115;4534
327;6;333
351;8;359
83;0;83
3150;84;3234
925;34;959
106;5;111
517;24;541
114;4;118
575;11;586
343;3;346
1939;29;1968
268;6;274
461;14;475
1148;28;1176
76;0;76
878;26;904
265;7;272
522;26;548
334;7;341
232;7;239
625;19;644
295;14;309
106;2;108
1615;57;1672
513;12;525
185;2;187
491;18;509
373;9;382
189;2;191
1473;52;1525
1569;57;1626
315;0;315
324;16;340
228;4;232
5323;206;5529
3205;94;3299
455;11;466
523;10;533
176;1;177
985;17;1002
240;6;246
4601;149;4750
248;3;251
461;21;482
241;4;245
2372;67;2439
1072;35;1107
2359;51;2410
282;8;290
488;10;498
1108;25;1133
534;11;545
318;5;323
375;5;380
99;2;101
325;16;341
495;18;513
506;7;513
290;3;293
266;8;274
522;13;535
1234;28;1262
2147;104;2251
723;16;739
124;8;132
306;9;315
278;4;282
636;20;656
220;6;226
463;14;477
1127;32;1159
1512;47;1559
6005;166;6171
347;10;357
441;14;455
938;17;955
838;11;849
1729;50;1779
139;1;140
988;24;1012
222;7;229
637;15;652
62;0;62
125;2;127
21979;680;22659
2284;77;2361
138;1;139
1407;39;1446
154;5;159
502;89;591
214;8;222
127;2;129
421;7;428
619;26;645
334;9;343
532;13;545
1693;49;1742
327;8;335
561;24;585
317;5;322
545;15;560
1080;28;1108
210;4;214
701;14;715
363;16;379
115;1;116
699;22;721
998;18;1016
2007;146;2153
370;8;378
584;19;603
530;12;542
3439;99;3538
178;2;180
11665;594;12259
1017;15;1032
373;9;382
84;1;85
73;2;75
214;5;219
279;5;284
218;6;224
120;6;126
1639;68;1707
211;2;213
354;4;358
316;10;326
354;6;360
295;9;304
322;9;331
185;4;189
286;13;299
848;21;869
274;3;277
1983;78;2061
1949;72;2021
1991;142;2133
1039;27;1066
1067;45;1112
24475;1935;26410
554;15;569
178;4;182
775;16;791
637;15;652
345;14;359
8023;635;8658
749;13;762
454;5;459
134;1;135
88;7;95
616;15;631
521;13;534
1160;48;1208
1400;37;1437
745;18;763
376;9;385
288;2;290
339;10;349
195;4;199
1600;38;1638
2211;40;2251
1617;44;1661
427;13;440
182;5;187
303;8;311
254;7;261
403;16;419
715;8;723
279;8;287
293;3;296
613;8;621
206;7;213
154;5;159
645;81;726
416;14;430
315;13;328
403;10;413
1751;65;1816
306;15;321
948;13;961
883;10;893
538;15;553
284;7;291
611;104;715
194;8;202
205;2;207
336;7;343
418;9;427
1013;30;1043
2265;75;2340
766;28;794
371;10;381
788;18;806
982;15;997
648;17;665
171;2;173
122;4;126
711;14;725
732;23;755
3256;92;3348
521;14;535
548;5;553
627;12;639
421;18;439
126;3;129
4069;122;4191
519;13;532
