PMUN;PCAP;PTOT
1420;25;1445
6887;115;7002
2736;44;2780
866;8;874
157;4;161
283;10;293
281;6;287
552;15;567
189;3;192
296;4;300
1049;21;1070
305;4;309
244;9;253
615;23;638
162;3;165
371;3;374
83;3;86
376;5;381
1918;52;1970
431;12;443
1033;25;1058
238;6;244
310;6;316
1502;39;1541
556;5;561
1657;39;1696
276;3;279
310;7;317
180;6;186
86;1;87
581;13;594
567;9;576
356;1;357
386;11;397
75;1;76
657;10;667
2322;35;2357
125;3;128
235;3;238
114;3;117
266;4;270
139;5;144
86;1;87
440;6;446
89;1;90
315;17;332
628;28;656
1820;47;1867
1147;31;1178
968;31;999
828;11;839
978;32;1010
7255;165;7420
357;8;365
810;17;827
1185;16;1201
468;12;480
83;3;86
385;11;396
620;13;633
29807;1413;31220
75;2;77
1183;30;1213
620;13;633
574;11;585
4987;132;5119
173;8;181
270;3;273
674;10;684
1343;103;1446
3230;74;3304
325;13;338
265;4;269
247;8;255
325;13;338
1507;207;1714
366;6;372
5520;121;5641
1025;19;1044
742;18;760
1002;16;1018
635;10;645
501;5;506
285;8;293
201;2;203
6684;216;6900
505;4;509
107;2;109
139;6;145
338;13;351
701;22;723
233;8;241
3648;180;3828
200;6;206
205;3;208
1449;20;1469
1569;27;1596
1648;32;1680
2868;97;2965
1154;31;1185
222;10;232
3071;81;3152
906;28;934
691;11;702
782;20;802
764;6;770
622;19;641
105;3;108
517;19;536
104;0;104
3023;42;3065
1257;29;1286
1898;49;1947
1165;150;1315
179;6;185
1889;28;1917
501;13;514
694;22;716
419;14;433
636;16;652
645;12;657
428;11;439
474;11;485
711;17;728
1281;21;1302
252;3;255
431;13;444
420;8;428
2752;49;2801
312;6;318
413;8;421
1699;24;1723
110;0;110
1683;34;1717
1001;13;1014
685;22;707
1229;38;1267
442;14;456
1200;25;1225
1625;39;1664
5776;131;5907
1383;40;1423
606;19;625
311;8;319
711;49;760
970;16;986
13381;481;13862
1725;32;1757
9689;360;10049
4890;96;4986
3307;225;3532
7734;252;7986
626;14;640
1132;22;1154
4431;66;4497
1158;22;1180
248;1;249
108;3;111
1734;32;1766
1495;72;1567
1107;23;1130
1560;32;1592
1081;18;1099
3876;95;3971
232;3;235
397;14;411
192;11;203
964;34;998
139;2;141
328;2;330
3480;86;3566
196;8;204
623;13;636
1153;23;1176
906;27;933
1125;19;1144
8235;199;8434
628;13;641
12634;299;12933
3225;45;3270
1259;40;1299
773;11;784
836;19;855
3219;79;3298
329;6;335
242;4;246
598;20;618
246;9;255
201;2;203
254;5;259
261;10;271
271;12;283
1420;34;1454
224;5;229
1614;22;1636
484;6;490
316;6;322
2436;46;2482
2304;55;2359
1337;26;1363
381;13;394
191;5;196
818;23;841
597;213;810
265;5;270
446;8;454
735;13;748
737;16;753
688;15;703
1009;29;1038
209;12;221
275;5;280
162;2;164
1033;10;1043
659;17;676
45898;1520;47418
95;2;97
459;6;465
130;1;131
175;7;182
1309;18;1327
174;4;178
145;2;147
468;9;477
1505;25;1530
228;3;231
2652;70;2722
2674;79;2753
92;1;93
618;15;633
453;7;460
208;4;212
419;11;430
699;20;719
799;27;826
162;3;165
535;4;539
1691;32;1723
1106;10;1116
1077;10;1087
1073;15;1088
4524;116;4640
226;4;230
942;13;955
923;39;962
1080;27;1107
1101;34;1135
533;5;538
337;5;342
2393;54;2447
170;0;170
184;5;189
6723;157;6880
689;12;701
1550;26;1576
551;7;558
490;8;498
566;16;582
435;10;445
2802;77;2879
501;9;510
253;6;259
519;9;528
543;12;555
398;17;415
681;17;698
1227;14;1241
1009;8;1017
130;6;136
824;17;841
103;0;103
1388;30;1418
227;5;232
555;4;559
969;27;996
1055;14;1069
640;9;649
330;5;335
234;6;240
202;2;204
258;6;264
1309;19;1328
271;9;280
1145;37;1182
1069;22;1091
342;3;345
2376;30;2406
174;4;178
496;13;509
170;8;178
1181;36;1217
383;3;386
416;11;427
2337;52;2389
862;19;881
4667;61;4728
472;6;478
123;3;126
742;21;763
824;19;843
245;9;254
179;8;187
288;7;295
392;6;398
198;3;201
200;4;204
348;6;354
1253;35;1288
31;0;31
236;2;238
673;11;684
337;20;357
725;15;740
1158;21;1179
336;6;342
715;17;732
716;13;729
666;12;678
833;28;861
322;6;328
630;22;652
875;9;884
6171;105;6276
571;24;595
312;9;321
1091;11;1102
739;18;757
374;2;376
2353;93;2446
1313;53;1366
735;23;758
799;21;820
959;15;974
1920;43;1963
1326;35;1361
3721;196;3917
3311;90;3401
3719;50;3769
637;13;650
153;3;156
1083;27;1110
1235;30;1265
527;14;541
1518;17;1535
2404;59;2463
1242;17;1259
322;4;326
2323;47;2370
117;2;119
2721;32;2753
377;5;382
3452;102;3554
235;4;239
1734;29;1763
225;1;226
3488;68;3556
178;7;185
1116;18;1134
754;18;772
160;0;160
63;2;65
186;1;187
1523;176;1699
800;21;821
285;9;294
604;7;611
2319;55;2374
309;5;314
175;4;179
118;3;121
476;6;482
216;7;223
68;3;71
267;3;270
133;3;136
17924;471;18395
152;2;154
85;3;88
2852;90;2942
1204;28;1232
471;29;500
322;3;325
497;10;507
1781;41;1822
175;2;177
863;26;889
1133;20;1153
115;4;119
814;41;855
2731;38;2769
3174;96;3270
104;5;109
685;12;697
96;2;98
560;8;568
753;15;768
764;12;776
310;3;313
4337;85;4422
646;17;663
372;7;379
760;10;770
180;1;181
568;11;579
3087;92;3179
292;3;295
1461;33;1494
1840;55;1895
1180;30;1210
4953;98;5051
900;15;915
288;9;297
1026;22;1048
97;3;100
1040;19;1059
1976;28;2004
1017;23;1040
1342;29;1371
4573;65;4638
814;13;827
382;4;386
482;18;500
1620;22;1642
1042;23;1065
1047;14;1061
480;7;487
535;8;543
1595;37;1632
260;5;265
186;7;193
331;6;337
1246;19;1265
1157;23;1180
843;33;876
418;6;424
134;3;137
1115;16;1131
285;10;295
84;3;87
940;18;958
161;4;165
15856;642;16498
631;6;637
457;7;464
127;0;127
1257;23;1280
2463;80;2543
125;0;125
260;8;268
397;5;402
2657;66;2723
422;9;431
442;9;451
273;4;277
63;2;65
484;4;488
150;5;155
507;12;519
810;16;826
391;8;399
236;0;236
321;4;325
201;1;202
241;5;246
1120;58;1178
8091;212;8303
1466;34;1500
760;8;768
452;7;459
172;2;174
1903;47;1950
9963;150;10113
406;8;414
215;5;220
109;1;110
528;5;533
1665;22;1687
2840;56;2896
674;23;697
1993;50;2043
314;8;322
1477;26;1503
424;10;434
455;6;461
460;11;471
3120;72;3192
1170;21;1191
1252;10;1262
4093;58;4151
2937;56;2993
198;4;202
1719;39;1758
403;7;410
376;9;385
1520;48;1568
536;3;539
306;7;313
1704;24;1728
622;24;646
108;7;115
210;9;219
496;17;513
592;23;615
709;14;723
454;5;459
47;2;49
618;5;623
1036;20;1056
1791;37;1828
11948;80;12028
39;1;40
1935;44;1979
327;2;329
1479;30;1509
654;21;675
130;3;133
532;14;546
3695;94;3789
1630;21;1651
346;8;354
140;8;148
2897;50;2947
258;6;264
5423;99;5522
527;6;533
569;15;584
1164;25;1189
399;9;408
761;30;791
1411;54;1465
512;12;524
298;3;301
426;11;437
3005;93;3098
916;21;937
6880;179;7059
65;1;66
734;18;752
1082;26;1108
1363;14;1377
907;22;929
307;6;313
257;11;268
711;12;723
1544;20;1564
532;4;536
159;4;163
835;18;853
523;13;536
1224;53;1277
748;17;765
666;29;695
495;12;507
683;15;698
2643;105;2748
1379;20;1399
8302;146;8448
16901;188;17089
681;11;692
4666;64;4730
582;14;596
3733;53;3786
278;11;289
143;1;144
890;22;912
5172;41;5213
861;20;881
254;2;256
251;8;259
320;9;329
1106;13;1119
109;1;110
4746;42;4788
419;8;427
233;6;239
1224;15;1239
247;7;254
115;8;123
749;20;769
366;11;377
1777;40;1817
156;2;158
1715;79;1794
4716;31;4747
296;7;303
141;2;143
1284;30;1314
7653;118;7771
391;8;399
1819;68;1887
569;10;579
332;9;341
566;16;582
695;19;714
1391;47;1438
530;27;557
765;32;797
797;15;812
668;12;680
1329;66;1395
443;8;451
570;11;581
320;4;324
490;5;495
1083;19;1102
66;3;69
15915;623;16538
504;9;513
5342;79;5421
1393;30;1423
413;80;493
546;315;861
481;12;493
460;51;511
1007;23;1030
1372;18;1390
794;14;808
210;3;213
1571;106;1677
190;6;196
573;19;592
1154;19;1173
1057;20;1077
71;0;71
2892;86;2978
624;16;640
376;10;386
3738;100;3838
1580;27;1607
2110;180;2290
288;7;295
1059;24;1083
359;10;369
1150;25;1175
1202;35;1237
2172;46;2218
2532;53;2585
833;10;843
858;28;886
1035;99;1134
1512;30;1542
3198;106;3304
7872;48;7920
10848;280;11128
698;20;718
14978;121;15099
33809;738;34547
254;4;258
9884;92;9976
980;33;1013
433;7;440
1427;39;1466
201;2;203
972;23;995
120;4;124
1045;32;1077
934;23;957
1927;63;1990
1527;26;1553
689;31;720
688;15;703
301;12;313
1510;47;1557
688;15;703
1669;41;1710
34841;412;35253
1903;42;1945
396;11;407
477;7;484
2447;35;2482
961;28;989
311;12;323
1041;29;1070
1260;25;1285
673;19;692
421;7;428
173821;1971;175792
1025;26;1051
621;19;640
514;15;529
5826;146;5972
6123;70;6193
2918;144;3062
3894;76;3970
431;3;434
412;10;422
1467;26;1493
230;6;236
1608;31;1639
1238;75;1313
637;11;648
954;24;978
3637;55;3692
337;5;342
529;10;539
6615;69;6684
320;11;331
1153;24;1177
859;19;878
390;5;395
1928;29;1957
283;5;288
585;6;591
1143;18;1161
282;8;290
1130;38;1168
1656;35;1691
581;13;594
252;2;254
1157;40;1197
799;17;816
283;7;290
5001;50;5051
836;16;852
3815;75;3890
890;59;949
906;20;926
1817;21;1838
980;24;1004
856;25;881
663;13;676
1696;47;1743
796;9;805
174;10;184
1357;31;1388
4817;59;4876
1704;38;1742
381;8;389
257;8;265
6106;95;6201
430;6;436
341;1;342
144;1;145
15229;280;15509
402;11;413
134;2;136
239;5;244
1218;28;1246
1417;59;1476
4090;64;4154
949;15;964
1088;21;1109
706;12;718
1899;36;1935
588;22;610
1191;20;1211
974;28;1002
556;7;563
547;16;563
595;30;625
377;5;382
3430;74;3504
643;13;656
689;8;697
7874;167;8041
276;6;282
6653;270;6923
6977;99;7076
483;6;489
902;32;934
776;8;784
149;2;151
1471;37;1508
606;17;623
665;8;673
291;8;299
423;14;437
8418;80;8498
124;6;130
1487;23;1510
705;11;716
707;10;717
102;1;103
1075;26;1101
8973;105;9078
1192;17;1209
376;5;381
877;28;905
664;14;678
712;75;787
377;5;382
7942;159;8101
1022;31;1053
5030;142;5172
589;13;602
1250;17;1267
442;20;462
637;20;657
224;5;229
1488;61;1549
218;5;223
178;4;182
1473;63;1536
874;18;892
119;7;126
156;3;159
129;2;131
602;17;619
143;6;149
23;0;23
1193;29;1222
178;5;183
6142;83;6225
306;10;316
56;2;58
50;0;50
898;22;920
282;5;287
1376;126;1502
108;2;110
4377;86;4463
1040;20;1060
276;12;288
210;2;212
851;13;864
2969;67;3036
445;12;457
45;0;45
472;15;487
97;1;98
401;10;411
135;5;140
1687;51;1738
636;8;644
355;1;356
68;3;71
409;6;415
280;7;287
998;27;1025
609;13;622
6609;325;6934
4185;224;4409
710;17;727
470;8;478
209;4;213
426;13;439
2464;68;2532
332;8;340
616;36;652
487;9;496
124;0;124
2431;40;2471
193;2;195
205;4;209
176;9;185
165;4;169
428;13;441
46;2;48
1054;29;1083
109;1;110
69;4;73
868;23;891
806;15;821
156;2;158
64;4;68
123;4;127
118;4;122
268;6;274
33;2;35
319;7;326
171;2;173
472;6;478
153;5;158
134;3;137
884;25;909
73;3;76
137;1;138
538;16;554
3258;89;3347
301;11;312
1951;41;1992
71;2;73
150;4;154
1678;35;1713
56;5;61
179;9;188
2668;65;2733
322;9;331
3497;170;3667
127;4;131
324;14;338
355;7;362
325;7;332
82;2;84
134;4;138
902;228;1130
105;1;106
109;5;114
552;6;558
174;2;176
57;6;63
1103;17;1120
113;2;115
197;6;203
178;7;185
145;3;148
86;0;86
439;10;449
77;3;80
844;14;858
878;22;900
3489;77;3566
1923;54;1977
1729;38;1767
1009;18;1027
63;3;66
247;7;254
272;4;276
832;17;849
1325;26;1351
216;5;221
289;5;294
393;16;409
931;18;949
81;1;82
761;15;776
846;15;861
134;2;136
156;7;163
1110;29;1139
196;2;198
1445;42;1487
139;1;140
150;4;154
1768;31;1799
211;1;212
8875;425;9300
412;12;424
54;0;54
685;24;709
1149;24;1173
586;10;596
128;0;128
98;3;101
57;0;57
638;21;659
868;18;886
116;4;120
468;13;481
190;5;195
2810;84;2894
1902;30;1932
546;16;562
62;1;63
115;6;121
19215;881;20096
333;12;345
940;24;964
194;3;197
2990;58;3048
1179;18;1197
486;2;488
1531;30;1561
375;16;391
191;4;195
116;1;117
50;0;50
450;6;456
85;3;88
213;2;215
92;2;94
953;13;966
164;6;170
3451;52;3503
194;8;202
98;5;103
758;20;778
53;0;53
113;2;115
2473;31;2504
3200;77;3277
402;4;406
319;4;323
473;8;481
518;13;531
3666;83;3749
249;4;253
283;11;294
160;1;161
716;22;738
186;5;191
174;2;176
351;5;356
295;8;303
968;26;994
1997;43;2040
245;8;253
71;1;72
482;13;495
174;1;175
4225;60;4285
411;16;427
246;11;257
43;2;45
230;7;237
2634;72;2706
1009;16;1025
2293;52;2345
110;3;113
186;5;191
2435;56;2491
542;11;553
1187;27;1214
113;4;117
174;4;178
397;13;410
162;1;163
1106;24;1130
5989;101;6090
52;0;52
107;4;111
822;16;838
90;2;92
610;9;619
1028;19;1047
136;4;140
361;5;366
1088;41;1129
1697;124;1821
1480;20;1500
227;6;233
299;7;306
800;15;815
263;7;270
1272;32;1304
72;3;75
3074;45;3119
222;8;230
464;17;481
67;1;68
520;11;531
43;3;46
3420;121;3541
24;2;26
195;9;204
267;4;271
343;6;349
517;7;524
1815;50;1865
362;11;373
23;0;23
617;6;623
1167;37;1204
67;0;67
285;15;300
1442;46;1488
1454;15;1469
7278;425;7703
2067;40;2107
4014;138;4152
11037;398;11435
6895;106;7001
1847;42;1889
2458;55;2513
9136;241;9377
2824;72;2896
3049;44;3093
3183;41;3224
3907;71;3978
9954;174;10128
1054;18;1072
8008;139;8147
1019;14;1033
19903;305;20208
4962;88;5050
2682;49;2731
3068;45;3113
2849;59;2908
3959;67;4026
20365;466;20831
2421;28;2449
3974;106;4080
6975;122;7097
4338;91;4429
798;8;806
3357;49;3406
3145;45;3190
19551;406;19957
12031;497;12528
3164;175;3339
2930;46;2976
1120;8;1128
5782;88;5870
7435;241;7676
1095;28;1123
3754;47;3801
2640;55;2695
22309;275;22584
2548;51;2599
4118;56;4174
2983;26;3009
3505;428;3933
8152;94;8246
2270;37;2307
3043;72;3115
16255;542;16797
3676;62;3738
2349;61;2410
472;11;483
3216;57;3273
1821;41;1862
3719;88;3807
4851;360;5211
769;21;790
6439;117;6556
5233;82;5315
3374;55;3429
16112;575;16687
4691;111;4802
5893;157;6050
7046;127;7173
6288;114;6402
4040;45;4085
1807;39;1846
1391;21;1412
2561;33;2594
332;3;335
3083;296;3379
772;26;798
4565;112;4677
5302;106;5408
2467;30;2497
8397;135;8532
986;40;1026
1055;21;1076
7581;236;7817
3007;43;3050
3531;55;3586
1621;17;1638
1519;15;1534
692;13;705
3244;65;3309
1547;24;1571
4749;80;4829
2039;45;2084
5398;68;5466
1968;60;2028
2290;60;2350
6290;140;6430
3191;55;3246
7180;79;7259
840;11;851
372;7;379
1765;21;1786
1911;25;1936
2865;54;2919
318808;5167;323975
9082;194;9276
2260;25;2285
591;11;602
4195;89;4284
27209;699;27908
3872;66;3938
3023;111;3134
3257;51;3308
1409;24;1433
1985;27;2012
5200;208;5408
426;4;430
3755;53;3808
990;17;1007
750;15;765
2220;50;2270
4379;86;4465
2739;32;2771
5266;105;5371
10901;260;11161
6470;87;6557
15859;438;16297
11141;299;11440
2928;44;2972
1071;22;1093
4015;93;4108
1237;27;1264
3474;67;3541
1159;17;1176
1386;10;1396
1525;25;1550
1290;13;1303
1958;34;1992
42919;791;43710
2358;58;2416
3069;38;3107
2185;42;2227
701;8;709
3952;49;4001
3954;60;4014
6744;179;6923
2933;53;2986
1763;52;1815
14287;318;14605
3417;75;3492
3022;39;3061
1727;22;1749
7515;193;7708
1236;23;1259
3769;69;3838
47415;720;48135
4764;106;4870
2322;45;2367
2320;47;2367
5987;114;6101
4087;63;4150
7392;106;7498
967;22;989
1939;33;1972
15319;269;15588
2126;47;2173
2229;39;2268
4817;94;4911
3193;54;3247
2571;42;2613
5118;85;5203
6480;125;6605
5233;89;5322
2716;59;2775
71394;1745;73139
3245;66;3311
6980;132;7112
4576;147;4723
9076;194;9270
2397;34;2431
27493;676;28169
2631;44;2675
1533;26;1559
8478;166;8644
9064;186;9250
1631;25;1656
1630;34;1664
8765;132;8897
2003;56;2059
343;7;350
7221;202;7423
1804;25;1829
2028;17;2045
10482;179;10661
2494;29;2523
1867;25;1892
1094;10;1104
930;11;941
9617;246;9863
7983;81;8064
4734;95;4829
9460;179;9639
7480;127;7607
2051;29;2080
25541;599;26140
4010;75;4085
6175;130;6305
682;14;696
1615;25;1640
1536;19;1555
1225;21;1246
3677;48;3725
1711;21;1732
202;5;207
383;5;388
13233;590;13823
258;6;264
1092;28;1120
1951;30;1981
1136;30;1166
1104;39;1143
208;4;212
184;3;187
227;8;235
500;13;513
699;13;712
967;28;995
339;3;342
971;18;989
654;27;681
987;18;1005
313;6;319
449;4;453
114;2;116
2065;39;2104
1548;21;1569
969;15;984
393;8;401
7339;186;7525
1789;21;1810
2021;129;2150
1455;88;1543
317;8;325
373;20;393
2094;50;2144
1132;23;1155
840;29;869
505;10;515
413;12;425
710;16;726
1867;26;1893
109;3;112
1920;46;1966
1002;24;1026
161;7;168
314;12;326
1053;18;1071
417;13;430
1218;31;1249
1324;38;1362
1741;34;1775
97;0;97
5213;96;5309
546;10;556
554;15;569
322;6;328
176;7;183
193;1;194
786;18;804
2419;53;2472
1491;24;1515
932;19;951
450;10;460
240;3;243
679;11;690
3881;110;3991
12688;262;12950
952;14;966
62;0;62
1574;22;1596
483;8;491
115;2;117
10180;218;10398
232;7;239
626;6;632
253;2;255
156;0;156
350;14;364
613;16;629
8212;118;8330
2118;34;2152
445;9;454
1874;26;1900
278;8;286
3108;52;3160
293;10;303
8652;175;8827
319;13;332
1463;36;1499
2658;39;2697
223;2;225
2061;41;2102
525;8;533
1215;13;1228
3425;67;3492
516;9;525
494;21;515
274;6;280
356;10;366
1551;18;1569
2815;56;2871
75;2;77
318;0;318
2294;36;2330
541;11;552
311;2;313
451;3;454
342;11;353
260;5;265
236;6;242
3907;65;3972
956;24;980
338;6;344
2430;66;2496
173;2;175
475;9;484
1452;37;1489
1864;31;1895
175;3;178
113;3;116
2864;39;2903
3280;36;3316
1358;28;1386
1397;34;1431
389;10;399
353;5;358
562;17;579
1430;27;1457
311;5;316
535;5;540
726;17;743
51;0;51
493;17;510
157;1;158
3754;67;3821
33;1;34
1142;85;1227
3702;81;3783
7404;160;7564
21010;266;21276
1726;13;1739
273;2;275
181;4;185
253;8;261
211;4;215
728;24;752
2057;34;2091
13566;408;13974
603;17;620
414;6;420
322;10;332
193;3;196
704;8;712
797;19;816
524;14;538
645;16;661
612;9;621
284;8;292
1704;29;1733
556;4;560
9482;236;9718
165;2;167
548;14;562
4676;49;4725
265;6;271
1440;33;1473
430;4;434
236;4;240
1386;22;1408
3103;47;3150
82;0;82
88;2;90
1230;27;1257
139;1;140
398;6;404
299;10;309
579;13;592
2973;62;3035
2492;61;2553
250;6;256
8073;166;8239
2138;47;2185
2866;56;2922
562;14;576
1508;25;1533
1692;37;1729
300;9;309
502;4;506
1423;40;1463
179;3;182
1004;15;1019
6540;95;6635
815;20;835
262;5;267
321;4;325
405;9;414
14976;545;15521
305;5;310
736;18;754
1269;26;1295
627;15;642
239;4;243
242;3;245
132;2;134
167;5;172
115;1;116
196;1;197
576;17;593
1480;38;1518
355;7;362
4947;77;5024
357;13;370
1359;27;1386
1167;23;1190
1195;11;1206
2589;38;2627
737;5;742
132;9;141
22386;481;22867
402;3;405
116269;2363;118632
4147;79;4226
124;1;125
711;12;723
413;6;419
1312;23;1335
547;11;558
266;5;271
313;6;319
2641;82;2723
1117;20;1137
138;1;139
3688;66;3754
2244;37;2281
908;24;932
252;2;254
316;4;320
9023;144;9167
1769;41;1810
2396;62;2458
442;9;451
244;6;250
501;7;508
3424;58;3482
1133;22;1155
250;7;257
1311;16;1327
140;2;142
300;8;308
185;5;190
410;5;415
204;1;205
611;8;619
3561;71;3632
2004;51;2055
968;23;991
3295;76;3371
3021;40;3061
7589;191;7780
451;4;455
508;5;513
453;12;465
1065;68;1133
1904;18;1922
1096;19;1115
953;17;970
3071;85;3156
164;6;170
21288;592;21880
16411;267;16678
9070;233;9303
395;10;405
1202;18;1220
1761;27;1788
1235;47;1282
856;12;868
1155;25;1180
135;1;136
752;15;767
1031;16;1047
6076;102;6178
267;1;268
4114;100;4214
405;3;408
16357;206;16563
632;13;645
212;1;213
788;14;802
1099;24;1123
3224;77;3301
713;6;719
1684;25;1709
665;17;682
475;8;483
814;13;827
450;9;459
5213;66;5279
790;23;813
1357;37;1394
413;11;424
712;19;731
185;4;189
222;4;226
2333;51;2384
288;4;292
392;9;401
3448;83;3531
295;5;300
1288;25;1313
217;4;221
614;9;623
1494;26;1520
1953;39;1992
632;8;640
1939;44;1983
868;13;881
286;8;294
6782;367;7149
484;8;492
575;6;581
200;6;206
394;3;397
208;6;214
1100;21;1121
1128;34;1162
2243;40;2283
815;16;831
698;17;715
521;14;535
64;2;66
691;24;715
221;6;227
333;9;342
383;4;387
983;23;1006
210;3;213
633;18;651
370;10;380
356;9;365
553;12;565
174;2;176
1467;38;1505
386;15;401
141;4;145
137;3;140
232;12;244
705;26;731
209;1;210
517;6;523
404;12;416
115;3;118
118;2;120
1064;29;1093
2044;57;2101
340;13;353
131;3;134
403;5;408
577;8;585
314;9;323
182;8;190
126;2;128
92;1;93
1368;29;1397
221;5;226
225;8;233
157;8;165
19937;940;20877
206;1;207
597;22;619
1119;32;1151
457;10;467
169;6;175
202;3;205
141;4;145
388;11;399
257;5;262
424;13;437
386;2;388
1112;25;1137
106;5;111
616;13;629
413;15;428
223;10;233
228;1;229
178;4;182
434;8;442
1833;38;1871
896;7;903
436;14;450
637;5;642
170;3;173
165;2;167
587;14;601
305;6;311
420;17;437
410;8;418
237;5;242
344;9;353
97;2;99
102;2;104
778;14;792
73;3;76
360;9;369
1118;23;1141
314;8;322
235;6;241
632;13;645
657;17;674
822;22;844
955;7;962
148;2;150
210;4;214
221;3;224
88;2;90
268;5;273
1041;25;1066
96;2;98
108;6;114
300;7;307
684;28;712
461;7;468
9802;670;10472
1003;26;1029
94;6;100
780;17;797
241;8;249
170;5;175
409;19;428
501;9;510
167;4;171
240;5;245
305;6;311
361;7;368
163;7;170
70;6;76
670;43;713
675;15;690
292;0;292
336;4;340
146;3;149
104;4;108
365;7;372
301;12;313
327;10;337
221;4;225
3981;127;4108
3469;58;3527
287;11;298
222;5;227
169;5;174
519;21;540
265;3;268
274;6;280
50;1;51
270;7;277
1244;22;1266
918;20;938
201;7;208
363;15;378
169;2;171
1277;36;1313
255;13;268
793;13;806
94;1;95
126;0;126
1785;46;1831
695;21;716
117;3;120
301;4;305
580;16;596
350;13;363
138;1;139
1226;24;1250
134;5;139
223;12;235
424;15;439
248;6;254
201;6;207
288;4;292
251;11;262
462;11;473
106;0;106
187;1;188
206;7;213
927;23;950
227;3;230
500;16;516
738;17;755
233;8;241
917;33;950
699;13;712
512;20;532
261;1;262
127;5;132
593;25;618
96;4;100
1789;26;1815
203;2;205
350;12;362
1625;41;1666
362;7;369
524;10;534
300;10;310
498;16;514
129;3;132
1140;20;1160
269;8;277
457;11;468
182;3;185
357;9;366
99;1;100
1062;125;1187
110;1;111
348;6;354
267;5;272
1772;48;1820
549;5;554
212;6;218
600;9;609
325;2;327
120;6;126
301;5;306
287;11;298
163;8;171
68;1;69
353;2;355
70;3;73
154;10;164
385;9;394
618;17;635
658;29;687
437;11;448
187;3;190
346;13;359
788;25;813
533;9;542
192;3;195
175;1;176
3562;102;3664
2384;76;2460
230;7;237
222;4;226
718;15;733
1015;18;1033
86;4;90
1940;29;1969
1006;24;1030
109;1;110
100;2;102
172;4;176
143;0;143
372;10;382
279;9;288
212;5;217
623;20;643
190;4;194
179;5;184
191;1;192
94;1;95
77;1;78
74;1;75
154;5;159
120;5;125
81;2;83
3414;160;3574
312;8;320
181;2;183
139;5;144
334;13;347
200;2;202
122;3;125
163;1;164
141;2;143
221;9;230
633;14;647
696;17;713
200;7;207
331;7;338
538;8;546
569;12;581
893;20;913
61;2;63
242;3;245
404;17;421
271;4;275
846;25;871
185;5;190
205;4;209
210;3;213
178;5;183
200;7;207
94;0;94
316;8;324
405;8;413
176;5;181
213;10;223
159;0;159
341;8;349
186;6;192
483;12;495
146;3;149
212;4;216
437;16;453
1207;25;1232
120;4;124
520;5;525
135;2;137
128;3;131
137;1;138
306;2;308
86;3;89
640;6;646
102;1;103
3201;318;3519
126;2;128
1331;20;1351
273;2;275
442;9;451
174;40;214
167;3;170
290;5;295
481;13;494
232;12;244
168;5;173
317;15;332
370;8;378
809;31;840
99;2;101
214;4;218
335;12;347
326;2;328
1303;25;1328
334;5;339
179;4;183
1565;57;1622
395;16;411
349;31;380
259;7;266
77;1;78
369;8;377
365;12;377
32602;862;33464
105;4;109
421;9;430
4421;141;4562
487;5;492
593;13;606
164;6;170
110;4;114
229;8;237
224;3;227
199;7;206
311;2;313
324;11;335
202;7;209
2031;39;2070
1154;25;1179
415;9;424
173;6;179
989;21;1010
184;8;192
1511;81;1592
538;9;547
354;5;359
1632;41;1673
550;6;556
231;8;239
2997;45;3042
850;18;868
495;13;508
209;6;215
5631;94;5725
6224;148;6372
412;3;415
633;13;646
328;80;408
375;6;381
253;4;257
613;24;637
36;0;36
2090;46;2136
747;15;762
184;6;190
1260;14;1274
309;3;312
472;5;477
613;12;625
183;5;188
1339;19;1358
2433;48;2481
129;2;131
2393;48;2441
4518;56;4574
375;7;382
1796;23;1819
516;7;523
894;32;926
1370;20;1390
257;1;258
261;4;265
1109;19;1128
774;7;781
417;4;421
162;2;164
238;7;245
2594;198;2792
911;12;923
393;8;401
1087;23;1110
3113;49;3162
850;23;873
242;3;245
108;3;111
198;5;203
360;6;366
1078;23;1101
281;5;286
851;18;869
1357;46;1403
517;18;535
133;3;136
716;15;731
216;1;217
104;1;105
270;6;276
297;3;300
1219;20;1239
163;9;172
614;9;623
150;2;152
366;8;374
2189;41;2230
392;6;398
347;9;356
810;15;825
863;19;882
205;5;210
1010;21;1031
356;9;365
622;16;638
5449;219;5668
1330;28;1358
737;11;748
230;4;234
253;4;257
282;5;287
4755;99;4854
308;6;314
246;7;253
291;5;296
1651;28;1679
589;17;606
422;13;435
141;3;144
396;1;397
254;7;261
1014;16;1030
186;1;187
556;8;564
102;3;105
302;0;302
186;2;188
418;5;423
212;6;218
314;7;321
95;1;96
822;12;834
1116;29;1145
278;6;284
327;5;332
699;15;714
224;4;228
601;8;609
366;9;375
383;8;391
136;2;138
1344;32;1376
1638;24;1662
88;1;89
687;15;702
283;6;289
763;6;769
2263;59;2322
574;20;594
3686;56;3742
1410;29;1439
684;11;695
204;1;205
367;6;373
423;3;426
403;10;413
372;4;376
651;16;667
856;8;864
17421;587;18008
174;3;177
1483;34;1517
183;2;185
116;1;117
217;5;222
607;8;615
112;3;115
1330;59;1389
1469;26;1495
3092;102;3194
1177;54;1231
615;23;638
437;8;445
594;18;612
882;11;893
736;17;753
2329;54;2383
174;12;186
191;4;195
402;8;410
2033;28;2061
631;14;645
271;3;274
246;1;247
166;6;172
260;4;264
2652;68;2720
773;12;785
328;2;330
291;4;295
